state,name,temp,mo,da,wban,stn,c,rain,lat,long
CA,SAN FRANCISCO,51.3,01,12,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,52.7,01,23,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,53.9,02,17,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,53.7,02,20,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,56.1,03,05,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,56.4,03,21,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,54.0,04,01,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,53.6,04,03,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,54.0,04,10,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,55.4,04,17,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,51.9,04,28,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,52.8,05,03,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,53.0,05,05,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,54.5,06,16,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,54.6,06,19,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,60.3,07,08,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,66.1,07,20,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,60.2,09,05,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,59.8,09,10,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,59.2,09,27,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,61.5,10,07,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,53.1,12,02,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,51.6,12,11,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,53.0,12,18,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,57.3,12,22,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,59.8,02,08,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,55.6,02,26,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,58.4,03,16,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,58.4,03,26,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,55.4,03,30,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,55.7,06,06,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,55.5,06,14,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,57.9,06,25,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,60.1,07,05,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,61.5,08,09,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,60.2,08,26,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,60.1,10,23,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,55.4,11,23,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,46.6,01,02,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,53.2,01,16,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,54.5,01,24,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,54.4,01,26,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,55.0,02,19,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,53.5,03,08,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,56.9,03,25,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,56.2,03,29,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,51.5,05,10,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,56.1,05,22,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,60.0,07,16,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,61.0,07,29,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,62.6,08,17,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,61.6,08,22,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,58.6,09,11,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,62.1,10,17,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,58.3,11,04,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,52.4,11,11,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,56.4,11,15,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,53.8,12,06,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,52.3,12,19,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,45.6,12,30,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,55.1,02,22,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,60.1,03,14,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,55.4,03,20,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,53.3,05,06,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,53.7,05,27,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,53.0,05,31,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,56.4,06,11,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,54.9,06,20,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,59.2,06,29,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,57.7,06,30,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,63.3,08,05,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,65.1,08,15,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,62.4,09,06,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,69.7,09,08,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,68.2,09,20,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,62.0,10,12,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,60.2,10,25,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,54.1,12,03,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,52.2,01,20,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,57.6,02,04,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,61.0,02,13,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,57.5,03,06,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,52.0,03,10,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,56.0,03,28,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,58.0,04,30,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,58.2,06,01,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,61.0,08,11,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,61.7,08,20,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,62.7,09,01,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,60.8,09,17,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,59.5,09,22,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,61.9,10,20,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,60.7,10,29,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,52.6,11,10,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,55.6,11,17,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,56.0,11,21,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,49.5,11,30,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,51.6,12,12,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,50.6,12,24,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,58.5,02,03,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,60.6,02,14,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,54.9,02,18,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,51.3,04,05,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,53.8,04,07,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,54.0,04,25,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,54.4,05,17,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,55.1,06,22,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,58.5,07,02,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,62.6,07,11,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,63.9,07,13,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,61.5,07,18,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,62.8,08,31,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,62.4,10,05,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,61.9,10,19,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,61.1,10,31,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,60.6,11,01,99999,994016,1,0,37800.0,-122467.0
CA,SAN FRANCISCO,59.1,11,02,99999,994016,1,0,37800.0,-122467.0
