state,name,temp,mo,da,wban,stn,c,rain,lat,long
MA,BOSTON,43.0,12,08,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,54.8,12,12,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,23.3,01,10,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,16.9,02,09,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,10.3,02,24,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,25.4,03,23,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,60.1,04,14,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,54.8,04,18,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,52.3,04,27,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,51.1,05,09,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,60.1,06,16,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,74.4,08,06,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,69.6,09,04,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,58.2,09,26,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,52.2,10,03,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,61.0,10,09,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,63.6,10,12,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,63.7,10,14,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,34.4,03,16,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,45.6,03,26,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,44.0,04,20,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,45.3,05,01,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,63.1,05,06,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,62.0,05,08,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,57.9,05,14,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,65.9,05,24,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,76.6,06,11,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,78.4,07,21,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,69.1,07,26,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,73.5,08,21,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,81.4,09,09,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,65.7,09,24,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,65.1,09,28,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,54.1,10,05,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,58.6,10,21,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,41.3,12,09,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,29.1,01,03,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,18.3,02,15,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,49.4,04,28,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,49.3,06,01,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,73.3,07,02,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,79.6,07,08,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,71.5,07,18,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,80.0,07,31,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,75.8,08,12,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,75.0,08,27,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,58.2,10,01,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,59.1,10,08,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,48.8,11,12,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,43.3,12,02,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,17.1,01,17,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,21.2,01,26,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,24.2,02,18,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,25.3,03,01,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,28.0,03,03,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,35.8,03,14,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,34.9,03,29,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,54.0,04,11,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,52.2,04,29,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,62.3,05,17,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,53.1,05,18,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,64.4,06,08,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,72.6,06,10,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,69.1,07,09,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,83.8,07,20,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,76.6,08,05,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,65.5,09,14,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,71.1,09,20,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,61.5,10,22,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,47.1,12,14,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,21.4,01,11,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,31.9,01,23,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,20.8,02,10,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,8.3,02,16,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,40.3,03,12,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,42.2,03,27,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,39.9,04,06,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,40.6,04,10,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,65.6,06,20,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,81.5,07,29,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,74.9,09,29,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,55.6,10,15,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,39.6,10,19,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,49.0,11,11,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,53.4,11,16,99999,994971,1,0,42350.0,-71050.0
MA,BOSTON,49.3,12,03,99999,994971,1,0,42350.0,-71050.0
